"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option1 Linked To","Option2 Name","Option2 Value","Option2 Linked To","Option3 Name","Option3 Value","Option3 Linked To","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Unit Price Total Measure","Unit Price Total Measure Unit","Unit Price Base Measure","Unit Price Base Measure Unit","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Google: Custom Product (product.metafields.mm-google-shopping.custom_product)","Product rating count (product.metafields.reviews.rating_count)","Accessory size (product.metafields.shopify.accessory-size)","Animal type (product.metafields.shopify.animal-type)","Care instructions (product.metafields.shopify.care-instructions)","Color (product.metafields.shopify.color-pattern)","Fabric (product.metafields.shopify.fabric)","Pet control accessory features (product.metafields.shopify.pet-control-accessory-features)","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Status"
"the-mabel-dog-collar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/Mabelcollar1.jpg?v=1760892452","2","#willabean #dogleads #dogcollars #winnieclaspdogcollar #winniedoglead #hugodogcollar #hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-mabel-dog-collar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/Mabelleadandcollar1.jpg?v=1760892452","3","#willabean #dogleads #dogcollars #winnieclaspdogcollar #winniedoglead #hugodogcollar #hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-willow-dog-slip-collar","The Willow Dog Slip Collar","<p><meta charset=""UTF-8""> <meta name=""viewport"" content=""width=device-width, initial-scale=1.0""></p>
<style>
        body {
            font-family: Arial, sans-serif;
            line-height: 1.6;
            color: #333;
            max-width: 800px;
            margin: 20px auto;
            padding: 20px;
        }
        h1, h2 {
            color: #444;
        }
        ul {
            list-style: disc;
            margin-left: 20px;
        }
        a {
            color: #0073e6;
            text-decoration: none;
        }
        a:hover {
            text-decoration: underline;
        }
    </style>
<h1 style=""text-align: center;"">The Willow Dog Collar – Secure, Stylish, and Ready for Any Adventure</h1>
<p style=""text-align: center;"">The <strong>Willow Dog Collar</strong> is designed with both safety and style in mind, making it the perfect choice for dog owners who want control, comfort, and durability. This <strong>slip collar</strong> features a convenient <strong>grab section</strong> for easy handling, while the <strong>O-ring design with a stopper</strong> prevents strangulation, ensuring your dog's safety at all times. With a <strong>two-tone colourway</strong> and <strong>custom metal hardware</strong>, you can personalise the collar to reflect your dog’s unique style. The collar is made from <strong>abrasion-resistant, 100% water- and bacteria-resistant webbing</strong> that’s both durable and easy to clean. The <strong>zero stretch webbing</strong> ensures a secure fit, and the <strong>end D-ring</strong> allows for easy attachment of your dog’s lead. The <strong>Willow Dog Collar</strong> is also customisable to fit your dog’s exact size, giving them maximum comfort and security during walks, field work, or training.</p>
<h2 style=""text-align: center;"">Why You’ll Love The Willow Dog Collar</h2>
<ul>
<li>
<strong>Slip Collar with Grab Section</strong> – Allows for easy handling and better control, especially in high-energy situations like field work or training.</li>
<li>
<strong>O-Ring Design with Stopper</strong> – Prevents strangulation by stopping the collar from tightening too much, ensuring your dog’s safety.</li>
<li>
<strong>Customisable Two-Tone Colourway &amp; Metal Hardware</strong> – Choose your preferred colour and metal hardware for a collar that matches your dog's personality and style.</li>
<li>
<strong>Abrasion-Resistant, Water &amp; Bacteria-Resistant Webbing</strong> – Durable and easy to clean, perfect for muddy or wet environments, and built to withstand wear and tear.</li>
<li>
<strong>Zero Stretch Webbing &amp; End D-Ring</strong> – Provides a secure fit and reliable attachment point for a lead, ideal for walks, field work, tracking, and retrieving.</li>
</ul>
<h2 style=""text-align: center;"">Who Is It For &amp; How to Use</h2>
<p style=""text-align: center;"">The <strong>Willow Dog Collar</strong> is perfect for dog owners who engage in training, fieldwork, or need extra control during walks. Whether you're guiding your dog on a walk, working in the field, or training for tracking or retrieving, the <strong>Willow</strong> collar provides a safe, secure attachment point for your lead. The <strong>grab section</strong> allows you to easily regain control in any situation, while the <strong>O-ring design with stopper</strong> ensures the collar stays safe and snug without risk of tightening too much.</p>
<p style=""text-align: center;"">For the perfect fit, we recommend checking out our <a rel=""noopener"" title=""Materials and Measurements Guide"" href=""https://www.willabean.co.uk/pages/measurement-guide"" target=""_blank"">Materials and Measurements Guide</a>, where you'll find detailed instructions on how to measure your dog's neck to ensure the best size for their comfort and safety.</p>
<p style=""text-align: center;""><span style=""box-sizing: border-box; margin: 0px; padding: 0px;""><strong>Please note:</strong> While our gear is tough, it’s not chew-proof! If your pup turns their collar or lead into a snack, we unfortunately can’t be held responsible.</span></p>","My Store","Animals & Pet Supplies > Pet Supplies > Pet Collars & Harnesses","","Collar, slip collar, two tone, Willow","true","Width","16mm","","","","","","","","","0.0","shopify","0","continue","manual","26.00","","TRUE","TRUE","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/7_39d0d601-09a1-4ac8-b17a-ec7c08cd9e42.png?v=1760929826","1","willabean dogleads dogcollars winnieclaspdogcollar winniedoglead hugodogcollar hugodoglead","false","","The Willow Dog Collar: Customisable slip collar with secure O-ring, adjustable sizing, water-resistant webbing, and durable metal hardware for safe walks.","6250","","","","","","","","","","","","","","","","","","","","lb","","","active"
"the-willow-dog-slip-collar","","","","","","","","Width","20mm","","","","","","","","","","shopify","","continue","manual","30.00","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","active"
"the-willow-dog-slip-collar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/willowcollar2.jpg?v=1760892471","2","#willabean #dogleads #dogcollars #winnieclaspdogcollar #winniedoglead #hugodogcollar #hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-willow-dog-slip-collar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/willowcollar1.jpg?v=1760892471","3","#willabean #dogleads #dogcollars #winnieclaspdogcollar #winniedoglead #hugodogcollar #hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-willow-dog-slip-collar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/Willowcollar.jpg?v=1760892471","4","#willabean #dogleads #dogcollars #winnieclaspdogcollar #winniedoglead #hugodogcollar #hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-archie-dog-collar","The Archie Dog Collar","<p data-end=""431"" data-start=""107"">Designed for dogs with personality, this collar lets you take the lead on colour and style. Whether you're going all out with a statement design or keeping it sleek and simple, The Archie does it all while staying tough, practical, and easy to care for.</p>
<ul>
<li data-end=""538"" data-start=""435"">
<strong data-end=""458"" data-start=""435"">Choose your colours</strong> – pick your base plus up to 3 accent colours to create something truly unique</li>
<li data-end=""641"" data-start=""541"">
<strong data-end=""571"" data-start=""541"">Custom fit</strong> – Made to your dog’s exact measurements</li>
<li data-end=""732"" data-start=""644"">
<strong data-end=""671"" data-start=""644"">Hardwearing and durable</strong> – abrasion-resistant webbing built to handle everyday wear</li>
<li data-end=""817"" data-start=""735"">
<strong data-end=""765"" data-start=""735"">Wipeable &amp; water resistant</strong> – no more soggy, smelly collars after muddy walks</li>
<li data-end=""895"" data-start=""820"">
<strong data-end=""853"" data-start=""820"">Secure metal buckle fastening</strong> – keeps everything comfortably in place</li>
</ul>
<p>Perfect for everyday wear, The Archie Dog Collar is made for dog owners who want both function and flair. This collar features a front D ring for attaching ID tags and a lead, but does <strong data-end=""1089"" data-start=""1082"">not</strong> include a back D ring due to its unique design. Pair it with The Archie Dog Lead for a perfect match. For guidance on getting the right fit, please check our <a title=""Materials and Measurements Guide"" href=""https://www.willabean.co.uk/pages/measurement-guide""><strong data-end=""1230"" data-start=""1194"">Materials and Measurements Guide</strong></a> before ordering.</p>
<hr data-end=""1252"" data-start=""1249"">
<p data-is-only-node="""" data-is-last-node="""" data-end=""1333"" data-start=""1254""> </p>","Willabean","Animals & Pet Supplies > Pet Supplies > Pet Collars & Harnesses > Standard Collars","","","true","Width","16mm","","Fastening","Buckle","","","","","","0.0","shopify","0","continue","manual","28.00","","TRUE","TRUE","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/14_d2622401-79c3-4295-9621-f77b275c308a.png?v=1760929826","1","willabean dogleads dogcollars winnieclaspdogcollar winniedoglead hugodogcollar hugodoglead","false","","Customisable collar with secure buckle, vibrant accents, and water-resistant webbing. Designed for daily wear with front D-ring for ID tags and leads.","","","","","","","","","","","","","","","dogs","","navy-blue","","customizable; weather-resistant","","lb","","","active"
"the-archie-dog-collar","","","","","","","","Width","16mm","","Fastening","Clasp","","","","","","","shopify","","continue","manual","29.00","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","active"
"the-archie-dog-collar","","","","","","","","Width","20mm","","Fastening","Buckle","","","","","","","shopify","","continue","manual","32.00","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","active"
"the-archie-dog-collar","","","","","","","","Width","20mm","","Fastening","Clasp","","","","","","","shopify","","continue","manual","33.00","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","active"
"the-archie-dog-collar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/Collars_with_colour_numbers_3.png?v=1760892284","2","willabean dogleads dogcollars winnieclaspdogcollar winniedoglead hugodogcollar hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-archie-dog-collar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/WhatsApp_Image_2025-06-24_at_19.30.23_bd36cc81.jpg?v=1760892284","3","willabean dogleads dogcollars winnieclaspdogcollar winniedoglead hugodogcollar hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-archie-dog-collar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/WhatsApp_Image_2025-06-24_at_19.30.26_dfff48a7.jpg?v=1760892284","4","willabean dogleads dogcollars winnieclaspdogcollar winniedoglead hugodogcollar hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-archie-dog-collar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/WhatsAppImage2025-06-23at13.23.40_1.jpg?v=1760892284","5","willabean dogleads dogcollars winnieclaspdogcollar winniedoglead hugodogcollar hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-archie-dog-collar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/WhatsAppImage2025-06-23at13.23.40.jpg?v=1760892284","6","willabean dogleads dogcollars winnieclaspdogcollar winniedoglead hugodogcollar hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-archie-dog-collar","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/WhatsAppImage2025-06-23at13.23.37_1.jpg?v=1760892284","7","willabean dogleads dogcollars winnieclaspdogcollar winniedoglead hugodogcollar hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-hugo-dog-lead","The Hugo Dog Lead","<p><meta charset=""UTF-8""> <meta content=""width=device-width, initial-scale=1.0"" name=""viewport""></p>
<style>
        body {
            font-family: Arial, sans-serif;
            line-height: 1.6;
            color: #333;
            max-width: 800px;
            margin: 20px auto;
            padding: 20px;
        }
        h1, h2 {
            color: #444;
        }
        ul {
            list-style: disc;
            margin-left: 20px;
        }
        a {
            color: #0073e6;
            text-decoration: none;
        }
        a:hover {
            text-decoration: underline;
        }
    </style>
<h1>The Hugo Dog Lead – Durable, Stylish, and Designed for Everyday Walks</h1>
<p>Take your dog walks to the next level with <strong>The Hugo Dog Lead</strong>, a stylish and functional lead designed for everyday adventures. With a <strong>convenient D-ring near the handle</strong>, this lead allows for easy fastening around your body or bag when not in use—perfect for hands-free walking. Customisable in <strong>your choice of colour and metal hardware</strong>, this lead is built with <strong>abrasion-resistant, water- and bacteria-resistant webbing</strong>, ensuring it stays clean and strong, no matter the weather. The <strong>zero-stretch design</strong> provides reliable control, while the <strong>wipeable surface</strong> makes maintenance effortless. Available in <strong>two lengths</strong>, you can choose the perfect fit for your walking style.</p>
<h2>Why You’ll Love The Hugo Dog Lead</h2>
<ul>
<li>
<strong>Convenient D-Ring Near Handle</strong> – Easily clip the lead around your waist, bag, or leash holder for hands-free carrying when not in use.</li>
<li>
<strong>Customisable Colour &amp; Metal Hardware</strong> – Choose a colour combination that matches your dog’s collar and reflects your personal style.</li>
<li>
<strong>Abrasion-Resistant Webbing</strong> – Built to last, this lead withstands daily wear and tear, making it perfect for active dogs.</li>
<li>
<strong>100% Water &amp; Bacteria-Resistant</strong> – Ideal for all-weather walks, the webbing resists moisture and bacteria buildup, keeping it clean and fresh.</li>
<li>
<strong>Available in Two Lengths</strong> – Whether you prefer more freedom or closer control, choose the ideal length for your walking needs.</li>
</ul>
<h2>Who Is It For &amp; How to Use</h2>
<p><strong>The Hugo Dog Lead</strong> is designed for dog owners who need a <strong>durable, easy-to-maintain, and stylish lead</strong> for daily walks, training, or outdoor adventures. Whether you're strolling through the city, hiking trails, or visiting a café, the <strong>hands-free fastening option</strong> provides convenience and flexibility. The <strong>strong, non-stretch webbing</strong> ensures a secure grip and reliable control, while the <strong>water-resistant material</strong> makes it ideal for dogs who love exploring in all weather conditions.</p>
<p>Pair it with your favourite collar for a <strong>complete matching set</strong>, and enjoy a lead that’s made for both function and fashion!</p>
<p><span style=""box-sizing: border-box; margin: 0px; padding: 0px;""><strong>Please note:</strong> While our gear is tough, it’s not chew-proof! If your pup turns their collar or lead into a snack, we unfortunately can’t be held responsible.</span></p>","My Store","Animals & Pet Supplies > Pet Supplies > Pet Leashes","","","true","Length","1.2 m","","","","","","","","","0.0","shopify","0","continue","manual","15.00","","TRUE","TRUE","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/13_67eab4f1-a44d-4654-9a42-a339bbb0f655.png?v=1760929827","1","willabean dogleads dogcollars winnieclaspdogcollar winniedoglead hugodogcollar hugodoglead","false","","The Hugo Dog Lead is durable, water-resistant, and customisable, with a hands-free D-ring and two length options—perfect for stylish, secure walks!","6249","","","","","","","","","","","","","","","","","","","","lb","","","active"
"the-hugo-dog-lead","","","","","","","","Length","1.5 m","","","","","","","","","","shopify","","continue","manual","18.00","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","active"
"the-hugo-dog-lead","","","","","","","","Length","1.8 m","","","","","","","","","","shopify","","continue","manual","21.00","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","active"
"the-hugo-dog-lead","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/1.jpg?v=1760892552","2","willabean dogleads dogcollars winnieclaspdogcollar winniedoglead hugodogcollar hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-hugo-dog-lead","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/Hugolead2.jpg?v=1760892552","3","#willabean #dogleads #dogcollars #winnieclaspdogcollar #winniedoglead #hugodogcollar #hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-hugo-dog-lead","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/Hugolead1.jpg?v=1760892552","4","#willabean #dogleads #dogcollars #winnieclaspdogcollar #winniedoglead #hugodogcollar #hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-winnie-dog-lead","The Winnie Dog Lead","<p><meta charset=""UTF-8""> <meta content=""width=device-width, initial-scale=1.0"" name=""viewport""></p>
<style>
        body {
            font-family: Arial, sans-serif;
            line-height: 1.6;
            color: #333;
            max-width: 800px;
            margin: 20px auto;
            padding: 20px;
        }
        h1, h2 {
            color: #444;
        }
        ul {
            list-style: disc;
            margin-left: 20px;
        }
        a {
            color: #0073e6;
            text-decoration: none;
        }
        a:hover {
            text-decoration: underline;
        }
    </style>
<h1>The Winnie Dog Lead – Stylish, Durable &amp; Designed for Everyday Walks</h1>
<p>Make every walk stylish and practical with The Winnie Dog Lead. Featuring a two-tone design, this lead adds a pop of personality with a contrasting handle and lead clip section in the colour of your choice. Built with abrasion-resistant, 100% water- and bacteria-resistant webbing, it’s designed to withstand any adventure, rain or shine. The zero-stretch webbing ensures a firm and reliable grip, while the wipeable material makes cleaning effortless. Plus, with a convenient D-ring near the handle, you can easily fasten the lead around your body or bag when not in use for hands-free carrying. Available in two lengths, it offers the perfect fit for you and your pup’s walking style.</p>
<h2>Why You’ll Love The Winnie Dog Lead</h2>
<ul>
<li>
<strong>Eye-Catching Two-Tone Design</strong> – Customise your lead with a bold contrast between the handle and lead clip section for a stylish, personalised look.</li>
<li>
<strong>Hands-Free Convenience</strong> – The built-in D-ring near the handle allows for easy fastening around your waist, bag, or leash holder when not in use.</li>
<li>
<strong>Abrasion-Resistant &amp; Built to Last</strong> – Designed for durability, this lead can handle daily walks, outdoor adventures, and even the roughest play.</li>
<li>
<strong>100% Water &amp; Bacteria-Resistant</strong> – Perfect for all-weather walks, this lead repels moisture and bacteria to stay clean and fresh.</li>
<li>
<strong>Available in Two Lengths</strong> – Choose the ideal length for your walking style, whether you need more freedom or closer control.</li>
</ul>
<h2>Who Is It For &amp; How to Use</h2>
<p>The Winnie Dog Lead is perfect for dog owners who want a stylish yet highly functional lead for everyday walks, training, or outdoor activities. The zero-stretch webbing provides a firm hold, ensuring control even with excitable dogs, while the wipeable, water-resistant material makes it easy to maintain. The hands-free fastening option is ideal for busy pet parents who need a quick and easy way to secure their lead when not in use.</p>
<p>Pair it with a matching collar for a coordinated set and enjoy a lead that’s designed for both fashion and function!</p>
<p><span style=""box-sizing: border-box; margin: 0px; padding: 0px;""><strong>Please note:</strong> While our gear is tough, it’s not chew-proof! If your pup turns their collar or lead into a snack, we unfortunately can’t be held responsible.</span></p>","My Store","Animals & Pet Supplies > Pet Supplies > Pet Leashes","","","true","Length","1.2 m","","","","","","","","","0.0","shopify","0","continue","manual","22.00","","TRUE","TRUE","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/5_b57143ab-c0b4-436b-a825-dbb56693baf9.png?v=1760929827","1","willabean dogleads dogcollars winnieclaspdogcollar winniedoglead hugodogcollar hugodoglead","false","","The Winnie Dog Lead features a stylish two-tone design, water-resistant webbing, hands-free D-ring, and two length options—perfect for secure, stylish walks!","6249","","","","","","","","","","","","","","","","","","","","lb","","","active"
"the-winnie-dog-lead","","","","","","","","Length","1.5 m","","","","","","","","","","shopify","","continue","manual","25.00","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","active"
"the-winnie-dog-lead","","","","","","","","Length","1.8 m","","","","","","","","","","shopify","","continue","manual","28.00","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","active"
"the-winnie-dog-lead","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/Winnieleadperson.jpg?v=1760892570","2","#willabean #dogleads #dogcollars #winnieclaspdogcollar #winniedoglead #hugodogcollar #hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-winnie-dog-lead","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/PXL_20250422_125645899.PORTRAIT_2.jpg?v=1760892570","3","willabean dogleads dogcollars winnieclaspdogcollar winniedoglead hugodogcollar hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-winnie-dog-lead","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/PXL_20250422_125709114.PORTRAIT.ORIGINAL_2.jpg?v=1760892570","4","willabean dogleads dogcollars winnieclaspdogcollar winniedoglead hugodogcollar hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-winnie-dog-lead","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/PXL_20250422_125833450.PORTRAIT_2.jpg?v=1760892570","5","willabean dogleads dogcollars winnieclaspdogcollar winniedoglead hugodogcollar hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-mabel-dog-lead","The Mabel Dog Lead","<div class=""product-description"">
<h2>The Mabel Dog Lead – Stylish, Versatile &amp; Built for Adventure</h2>
<p>The <strong>Mabel Dog Lead</strong> is the perfect blend of <strong>style, durability, and versatility</strong>, designed for dog owners who want <strong>maximum control and flexibility</strong> on every walk. Featuring <strong>seamlessly integrated alternating two-tone colours</strong>, this lead adds a unique, stylish touch while ensuring superior strength and reliability. The <strong>multiple strategically placed D-rings</strong> allow you to adjust the lead and handle length effortlessly—perfect for hands-free walking, tethering, or giving your pup more freedom. Made from <strong>abrasion-resistant, water-resistant, and bacteria-resistant webbing</strong>, this lead is built to withstand any weather or adventure, all while being <strong>zero-stretch and wipeable</strong> for easy maintenance.</p>
<h3>Why You’ll Love The Mabel Dog Lead</h3>
<ul>
<li>
<strong>Custom Two-Tone Design</strong> – Alternating colours run seamlessly throughout the lead for a bold, eye-catching look.</li>
<li>
<strong>Adjustable Length with Multiple D-Rings</strong> – Easily modify the lead and handle length, attach it around your waist, or tether your dog securely when needed.</li>
<li>
<strong>Ultra-Durable &amp; Abrasion-Resistant</strong> – Built to last with tough, long-lasting webbing that stands up to daily use and outdoor adventures.</li>
<li>
<strong>100% Water &amp; Bacteria Resistant</strong> – Perfect for rainy walks, muddy hikes, or beach outings—stays clean and fresh with minimal effort.</li>
<li>
<strong>Easy to Maintain &amp; Wipeable</strong> – Just a quick wipe keeps your lead looking brand new, no matter how messy your pup gets.</li>
</ul>
<h3>Who Is It For &amp; How to Use</h3>
<p>The <strong>Mabel Dog Lead</strong> is ideal for dog owners who need a <strong>versatile, high-quality lead</strong> that adapts to different walking styles. Whether you prefer <strong>short-leash control, hands-free walking, or extra freedom for your pup</strong>, the <strong>adjustable D-ring placements</strong> give you <strong>total flexibility</strong>. The <strong>zero-stretch, strong webbing</strong> ensures a <strong>secure grip</strong>, making it perfect for training, outdoor adventures, or everyday strolls.</p>
<p>Pair it with a matching <strong>Mabel Dog Collar</strong> for a <strong>coordinated look</strong> and enjoy the ultimate combination of <strong>style and function</strong> on every walk!</p>
<p><span style=""box-sizing: border-box; margin: 0px; padding: 0px;""><strong>Please note:</strong> While our gear is tough, it’s not chew-proof! If your pup turns their collar or lead into a snack, we unfortunately can’t be held responsible.</span></p>
</div>","My Store","Animals & Pet Supplies > Pet Supplies > Pet Leashes","","","true","Length","1.2 m","","","","","","","","","0.0","shopify","-1","continue","manual","30.00","","TRUE","TRUE","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/8_ee5710fd-2e41-48e4-b33b-c20092aa27a7.png?v=1760929827","1","willabean dogleads dogcollars winnieclaspdogcollar winniedoglead hugodogcollar hugodoglead","false","","The Mabel Dog Lead features a stylish two-tone design, adjustable length with multiple D-rings, and durable, water-resistant webbing for ultimate versatility.","6249","","","","","","","","","","","","","","","","","","","","lb","","","active"
"the-mabel-dog-lead","","","","","","","","Length","1.5 m","","","","","","","","","","shopify","","continue","manual","33.00","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","active"
"the-mabel-dog-lead","","","","","","","","Length","1.8 m","","","","","","","","","","shopify","","continue","manual","36.00","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","active"
"the-mabel-dog-lead","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/20240414_113537.jpg?v=1760892661","2","#willabean #dogleads #dogcollars #winnieclaspdogcollar #winniedoglead #hugodogcollar #hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-mabel-dog-lead","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/Mabellead1.jpg?v=1760892661","3","#willabean #dogleads #dogcollars #winnieclaspdogcollar #winniedoglead #hugodogcollar #hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-mabel-dog-lead","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/Mabellead2.jpg?v=1760892661","4","#willabean #dogleads #dogcollars #winnieclaspdogcollar #winniedoglead #hugodogcollar #hugodoglead","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"the-archie-dog-lead","The Archie Dog Lead","<p><strong>The Archie Dog Lead</strong><br>The Archie Dog Lead is built to perform and made to match. Fully customisable with your choice of base colour and up to four accent colours, it’s finished with durable hardware and an easy-use D-ring at the handle which is perfect for clipping the lead to itself when not in use.</p>
<ul>
<li>
<strong>Customise Your Way</strong> – Choose your base, accents, length and hardware colour to suit your dog and your style.</li>
<li>
<strong>Clip &amp; Carry</strong> – Handy D-ring near the handle lets you secure the lead when it’s not in use making it ideal for on-the-go adventures.</li>
<li>
<strong>Strong &amp; Durable</strong> – Abrasion-resistant webbing holds up to daily wear and rough terrain.</li>
<li>
<strong>Waterproof &amp; Wipeable</strong> – 100% water and bacteria resistant with an easy-clean surface.</li>
<li>
<strong>No-Stretch Webbing</strong> – Maintains shape and strength, no matter how many walks you take.</li>
</ul>
<p>Perfect for dog owners who want a lead that looks great, feels strong, and works hard. Pair it with the matching <strong>Archie Dog Collar</strong> for a bold, coordinated set built to last.</p>","Willabean","Animals & Pet Supplies > Pet Supplies > Pet Leashes > Standard Leashes","","","true","Length","1.2 m","","","","","","","","","0.0","shopify","0","continue","manual","25.00","","TRUE","TRUE","","","","","","https://cdn.shopify.com/s/files/1/0921/1890/9268/files/16_38481c58-628d-4c95-845c-bf4f3f90a431.png?v=1760929827","1","willabean dogleads dogcollars winnieclaspdogcollar winniedoglead hugodogcollar hugodoglead","false","","Design your own lead with up to 4 accent colours. Waterproof, wipeable, and strong with a handy D-ring for hands-free convenience when not in use.","6249","","","","","","","","","","","","","","","","","","","","lb","","","active"
"the-archie-dog-lead","","","","","","","","Length","1.5 m","","","","","","","","","","shopify","","continue","manual","28.00","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","active"
"the-archie-dog-lead","","","","","","","","Length","1.8 m","","","","","","","","","","shopify","","continue","manual","31.00","","TRUE","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","active"
